source_group,source_name,source_url,source_year,record_no,date_text,location_text,category_text,body_text,confirmed_date,raw_html_file,parse_note
千歳市,千歳市 2025年度 ヒグマ目撃情報,https://www.city.chitose.lg.jp/c50/1002703/1002708/1004300.html,2025,14,5月22日(木曜日) 午前7時50分頃,千歳市泉沢の道道支笏湖公園線（16号線）の烏柵舞林道入口から支笏湖方面に約200メートル進んだ付近,目撃,5月22日(木曜日) 午前7時50分頃、千歳市泉沢の道道支笏湖公園線（16号線）の烏柵舞林道入口から支笏湖方面に約200メートル進んだ付近でクマの目撃情報がありました。十分ご注意ください。,2026-06-09,chitose-city_2025_2026-06-09.html,parsed from heading/body pattern; location extracted by direct location before bear phrase
千歳市,千歳市 2025年度 ヒグマ目撃情報,https://www.city.chitose.lg.jp/c50/1002703/1002708/1004300.html,2025,13,5月20日(火曜日) 午前10時20分頃,千歳市新星2丁目から南側の蘭越,足跡,5月20日(火曜日) 午前10時20分頃、千歳市新星2丁目から南側の蘭越でクマの足跡の発見情報がありました。十分ご注意ください。,2026-06-09,chitose-city_2025_2026-06-09.html,parsed from heading/body pattern; location extracted by direct location before bear phrase
千歳市,千歳市 2025年度 ヒグマ目撃情報,https://www.city.chitose.lg.jp/c50/1002703/1002708/1004300.html,2025,12,5月19日(月曜日) 午後0時40分頃,千歳市水明郷の道道支笏湖公園線（16号線）の孵化場入口バス停から支笏湖方面へ約200メートル進んだ付近の山林,目撃,5月19日(月曜日) 午後0時40分頃、千歳市水明郷の道道支笏湖公園線（16号線）の孵化場入口バス停から支笏湖方面へ約200メートル進んだ付近の山林でクマの目撃情報がありました。十分ご注意ください。,2026-06-09,chitose-city_2025_2026-06-09.html,parsed from heading/body pattern; location extracted by direct location before bear phrase
千歳市,千歳市 2025年度 ヒグマ目撃情報,https://www.city.chitose.lg.jp/c50/1002703/1002708/1004300.html,2025,11,5月19日(月曜日) 午前7時55分頃,千歳市水明郷の千歳第四ダム付近,目撃,5月19日(月曜日) 午前7時55分頃、千歳市水明郷の千歳第四ダム付近でクマの目撃情報がありました。十分ご注意ください。,2026-06-09,chitose-city_2025_2026-06-09.html,parsed from heading/body pattern; location extracted by direct location before bear phrase
千歳市,千歳市 2025年度 ヒグマ目撃情報,https://www.city.chitose.lg.jp/c50/1002703/1002708/1004300.html,2025,10,5月19日(月曜日) 午前6時45分頃,千歳市蘭越の第一鳥柵舞橋付近,目撃,5月19日(月曜日) 午前6時45分頃、千歳市蘭越の第一鳥柵舞橋付近でクマの目撃情報がありました。十分ご注意ください。,2026-06-09,chitose-city_2025_2026-06-09.html,parsed from heading/body pattern; location extracted by direct location before bear phrase
千歳市,千歳市 2025年度 ヒグマ目撃情報,https://www.city.chitose.lg.jp/c50/1002703/1002708/1004300.html,2025,9,5月17日(土曜日) 午後3時20分頃,千歳市真町の青葉公園内ラグビー場付近,目撃,5月17日(土曜日) 午後3時20分頃、千歳市真町の青葉公園内ラグビー場付近でクマの目撃情報がありました。十分ご注意ください。,2026-06-09,chitose-city_2025_2026-06-09.html,parsed from heading/body pattern; location extracted by direct location before bear phrase
千歳市,千歳市 2025年度 ヒグマ目撃情報,https://www.city.chitose.lg.jp/c50/1002703/1002708/1004300.html,2025,8,5月9日(金曜日) 午後9時15分頃,千歳市泉沢の真町泉沢大通の道央自動車道高架下から向陽台方面に約300メートル進んだ付近,目撃,5月9日(金曜日) 午後9時15分頃、千歳市泉沢の真町泉沢大通の道央自動車道高架下から向陽台方面に約300メートル進んだ付近で南から北へ移動するクマの目撃情報がありました。十分ご注意ください。,2026-06-09,chitose-city_2025_2026-06-09.html,parsed from heading/body pattern; location extracted by directional movement before bear sighting phrase
千歳市,千歳市 2025年度 ヒグマ目撃情報,https://www.city.chitose.lg.jp/c50/1002703/1002708/1004300.html,2025,7,5月3日(土曜日) 正午頃,千歳市支寒内の国道276号の姫鱒橋付近,目撃,5月3日(土曜日) 正午頃、千歳市支寒内の国道276号の姫鱒橋付近でクマの目撃情報がありました。十分ご注意ください。,2026-06-09,chitose-city_2025_2026-06-09.html,parsed from heading/body pattern; location extracted by direct location before bear phrase
千歳市,千歳市 2025年度 ヒグマ目撃情報,https://www.city.chitose.lg.jp/c50/1002703/1002708/1004300.html,2025,6,5月5日(月曜日) 午後5時55分頃,千歳市泉沢の道道支笏湖公園線（16号線）の烏柵舞橋から支笏湖方面に約700メートル進んだ付近の山林,目撃,5月5日(月曜日) 午後5時55分頃、千歳市泉沢の道道支笏湖公園線（16号線）の烏柵舞橋から支笏湖方面に約700メートル進んだ付近の山林でクマの目撃情報がありました。十分ご注意ください。,2026-06-09,chitose-city_2025_2026-06-09.html,parsed from heading/body pattern; location extracted by direct location before bear phrase
千歳市,千歳市 2025年度 ヒグマ目撃情報,https://www.city.chitose.lg.jp/c50/1002703/1002708/1004300.html,2025,5,5月1日(木曜日) 午前6時30分頃,千歳市奥潭の支笏湖畔、オコタンペ川河口付近,目撃,5月1日(木曜日) 午前6時30分頃、千歳市奥潭の支笏湖畔、オコタンペ川河口付近でクマの目撃情報がありました。十分ご注意ください。,2026-06-09,chitose-city_2025_2026-06-09.html,parsed from heading/body pattern; location extracted by direct location before bear phrase
千歳市,千歳市 2025年度 ヒグマ目撃情報,https://www.city.chitose.lg.jp/c50/1002703/1002708/1004300.html,2025,4,5月5日(火曜日) 午前7時22分頃,千歳市水明郷の道道支笏湖公園線（16号線）、烏柵舞林道入口付近,目撃,5月5日(火曜日) 午前7時22分頃、千歳市水明郷の道道支笏湖公園線（16号線）、烏柵舞林道入口付近でクマの目撃情報がありました。十分ご注意ください。,2026-06-09,chitose-city_2025_2026-06-09.html,parsed from heading/body pattern; location extracted by direct location before bear phrase
千歳市,千歳市 2025年度 ヒグマ目撃情報,https://www.city.chitose.lg.jp/c50/1002703/1002708/1004300.html,2025,3,4月27日(日曜日) 午前9時40分頃,千歳市駒里の道道早来千歳線の駒の里橋から南西へ約1キロメートル進んだ付近の畑,足跡,4月27日(日曜日) 午前9時40分頃、千歳市駒里の道道早来千歳線の駒の里橋から南西へ約1キロメートル進んだ付近の畑でクマの足跡の発見情報がありました。十分ご注意ください。,2026-06-09,chitose-city_2025_2026-06-09.html,parsed from heading/body pattern; location extracted by direct location before bear phrase
千歳市,千歳市 2025年度 ヒグマ目撃情報,https://www.city.chitose.lg.jp/c50/1002703/1002708/1004300.html,2025,2,4月25日(金曜日) 午後3時25分頃,千歳市泉沢の道道支笏湖公園線（16号線）の烏柵舞橋から支笏湖方面に約600メートル進んだ付近の山林,目撃,4月25日(金曜日) 午後3時25分頃、千歳市泉沢の道道支笏湖公園線（16号線）の烏柵舞橋から支笏湖方面に約600メートル進んだ付近の山林でクマの目撃情報がありました。十分ご注意ください。,2026-06-09,chitose-city_2025_2026-06-09.html,parsed from heading/body pattern; location extracted by direct location before bear phrase
千歳市,千歳市 2025年度 ヒグマ目撃情報,https://www.city.chitose.lg.jp/c50/1002703/1002708/1004300.html,2025,1,4月18日(金曜日)午後6時00分頃,千歳市長都の東4線南25号交差点付近,目撃,4月18日(金曜日)午後6時00分頃、千歳市長都の東4線南25号交差点付近でクマの目撃情報がありました。十分ご注意ください。,2026-06-09,chitose-city_2025_2026-06-09.html,parsed from heading/body pattern; location extracted by direct location before bear phrase
千歳市,千歳市 2024年 ヒグマ目撃情報,https://www.city.chitose.lg.jp/c50/1002703/1002708/1004033.html,2024,64,3月17日(月曜日) 午前9時25分頃,千歳市西森の道道支笏湖公園線（16号線）の国道453号分岐点信号から千歳市街地方面へ約100m進んだ付近,目撃,3月17日(月曜日) 午前9時25分頃、千歳市西森の道道支笏湖公園線（16号線）の国道453号分岐点信号から千歳市街地方面へ約100m進んだ付近で北から南へ横断するクマの目撃情報がありました。十分ご注意ください。,2026-06-09,chitose-city_2024_2026-06-09.html,parsed from heading/body pattern; location extracted by directional movement before bear sighting phrase
千歳市,千歳市 2024年 ヒグマ目撃情報,https://www.city.chitose.lg.jp/c50/1002703/1002708/1004033.html,2024,63,2月28日(金曜日) 午後0時37分頃,千歳市藤の沢の道道泉沢新千歳空港線と真町泉沢大通との交差点から南へ約100m進んだ付近の林,目撃,2月28日(金曜日) 午後0時37分頃、千歳市藤の沢の道道泉沢新千歳空港線と真町泉沢大通との交差点から南へ約100m進んだ付近の林でクマの目撃情報がありました。十分ご注意ください。,2026-06-09,chitose-city_2024_2026-06-09.html,parsed from heading/body pattern; location extracted by direct location before bear phrase
千歳市,千歳市 2024年 ヒグマ目撃情報,https://www.city.chitose.lg.jp/c50/1002703/1002708/1004033.html,2024,62,1月5日(日曜日) 午前11時05分頃,千歳市蘭越の道道支笏湖公園線（16号線）の烏柵舞橋東側の千歳川中州,目撃,1月5日(日曜日) 午前11時05分頃、千歳市蘭越の道道支笏湖公園線（16号線）の烏柵舞橋東側の千歳川中州でクマの目撃情報がありました。十分ご注意ください。,2026-06-09,chitose-city_2024_2026-06-09.html,parsed from heading/body pattern; location extracted by direct location before bear phrase
千歳市,千歳市 2024年 ヒグマ目撃情報,https://www.city.chitose.lg.jp/c50/1002703/1002708/1004033.html,2024,61,11月14日(木曜日) 午後8時20分頃,千歳市泉沢の真町泉沢大通の道央自動車道高架下付近,目撃,11月14日(木曜日) 午後8時20分頃、千歳市泉沢の真町泉沢大通の道央自動車道高架下付近で南から北へ横断するクマの目撃情報がありました。十分ご注意ください。,2026-06-09,chitose-city_2024_2026-06-09.html,parsed from heading/body pattern; location extracted by directional movement before bear sighting phrase
千歳市,千歳市 2024年 ヒグマ目撃情報,https://www.city.chitose.lg.jp/c50/1002703/1002708/1004033.html,2024,60,11月9日(土曜日)午後3時25分頃,千歳市支笏湖温泉の国道453号の翠明橋から北に約50m進んだ付近,目撃,11月9日(土曜日)午後3時25分頃、千歳市支笏湖温泉の国道453号の翠明橋から北に約50m進んだ付近でクマの目撃情報がありました。十分ご注意ください。,2026-06-09,chitose-city_2024_2026-06-09.html,parsed from heading/body pattern; location extracted by direct location before bear phrase
千歳市,千歳市 2024年 ヒグマ目撃情報,https://www.city.chitose.lg.jp/c50/1002703/1002708/1004033.html,2024,59,11月2日(土曜日) 午前9時55分頃,千歳市蘭越のノースカントリーゴルフクラブ北側の山林,目撃,11月2日(土曜日) 午前9時55分頃、千歳市蘭越のノースカントリーゴルフクラブ北側の山林でクマの目撃情報がありました。十分ご注意ください。,2026-06-09,chitose-city_2024_2026-06-09.html,parsed from heading/body pattern; location extracted by direct location before bear phrase
千歳市,千歳市 2024年 ヒグマ目撃情報,https://www.city.chitose.lg.jp/c50/1002703/1002708/1004033.html,2024,58,11月1日(金曜日) 午前8時05分頃,千歳市美々の国道36号の苫小牧市との境界から北西へ約900m進んだ付近,目撃,11月1日(金曜日) 午前8時05分頃、千歳市美々の国道36号の苫小牧市との境界から北西へ約900m進んだ付近でクマの目撃情報がありました。十分ご注意ください。,2026-06-09,chitose-city_2024_2026-06-09.html,parsed from heading/body pattern; location extracted by direct location before bear phrase
千歳市,千歳市 2024年 ヒグマ目撃情報,https://www.city.chitose.lg.jp/c50/1002703/1002708/1004033.html,2024,57,10月31日(木曜日) 午前7時20分頃,千歳市水明郷の道道支笏湖公園線（16号線）の水明郷パーキング付近,目撃,10月31日(木曜日) 午前7時20分頃、千歳市水明郷の道道支笏湖公園線（16号線）の水明郷パーキング付近で北から南へ横断するクマの目撃情報がありました。十分ご注意ください。,2026-06-09,chitose-city_2024_2026-06-09.html,parsed from heading/body pattern; location extracted by directional movement before bear sighting phrase
千歳市,千歳市 2024年 ヒグマ目撃情報,https://www.city.chitose.lg.jp/c50/1002703/1002708/1004033.html,2024,56,10月31日(木曜日) 午前5時30分頃,千歳市美笛の国道276号の美笛トンネル東側の駐車帯付近,目撃,10月31日(木曜日) 午前5時30分頃、千歳市美笛の国道276号の美笛トンネル東側の駐車帯付近で南から北へ横断するクマの目撃情報がありました。十分ご注意ください。,2026-06-09,chitose-city_2024_2026-06-09.html,parsed from heading/body pattern; location extracted by directional movement before bear sighting phrase
千歳市,千歳市 2024年 ヒグマ目撃情報,https://www.city.chitose.lg.jp/c50/1002703/1002708/1004033.html,2024,55,10月29日(火曜日) 午後2時30分頃,千歳市泉沢の真町泉沢大通の道央自動車道高架下付近,目撃,10月29日(火曜日) 午後2時30分頃、千歳市泉沢の真町泉沢大通の道央自動車道高架下付近で北から南へ横断するクマの目撃情報がありました。十分ご注意ください。,2026-06-09,chitose-city_2024_2026-06-09.html,parsed from heading/body pattern; location extracted by directional movement before bear sighting phrase
千歳市,千歳市 2024年 ヒグマ目撃情報,https://www.city.chitose.lg.jp/c50/1002703/1002708/1004033.html,2024,54,10月29日(火曜日) 午後1時30分頃,千歳市泉沢の青葉公園内の芝生広場付近,目撃,10月29日(火曜日) 午後1時30分頃、千歳市泉沢の青葉公園内の芝生広場付近でクマの目撃情報がありました。十分ご注意ください。,2026-06-09,chitose-city_2024_2026-06-09.html,parsed from heading/body pattern; location extracted by direct location before bear phrase
千歳市,千歳市 2024年 ヒグマ目撃情報,https://www.city.chitose.lg.jp/c50/1002703/1002708/1004033.html,2024,53,10月29日(火曜日) 午前11時00分頃,千歳市新星2丁目から南側の蘭越,目撃,10月29日(火曜日) 午前11時00分頃、千歳市新星2丁目から南側の蘭越でクマの目撃情報がありました。十分ご注意ください。,2026-06-09,chitose-city_2024_2026-06-09.html,parsed from heading/body pattern; location extracted by direct location before bear phrase
千歳市,千歳市 2024年 ヒグマ目撃情報,https://www.city.chitose.lg.jp/c50/1002703/1002708/1004033.html,2024,52,10月27日(日曜日) 午後3時00分頃,千歳市蘭越の第一烏柵舞橋付近,目撃,10月27日(日曜日) 午後3時00分頃、千歳市蘭越の第一烏柵舞橋付近でクマの目撃情報がありました。十分ご注意ください。,2026-06-09,chitose-city_2024_2026-06-09.html,parsed from heading/body pattern; location extracted by direct location before bear phrase
千歳市,千歳市 2024年 ヒグマ目撃情報,https://www.city.chitose.lg.jp/c50/1002703/1002708/1004033.html,2024,51,10月26日(土曜日) 午後1時55分頃,千歳市蘭越の第一烏柵舞橋付近,目撃,10月26日(土曜日) 午後1時55分頃、千歳市蘭越の第一烏柵舞橋付近でクマの目撃情報がありました。十分ご注意ください。,2026-06-09,chitose-city_2024_2026-06-09.html,parsed from heading/body pattern; location extracted by direct location before bear phrase
千歳市,千歳市 2024年 ヒグマ目撃情報,https://www.city.chitose.lg.jp/c50/1002703/1002708/1004033.html,2024,50,10月26日(土曜日) 午前10時15分頃,千歳市泉沢の道道支笏湖公園線（16号線）の孵化場入口バス停から南へ約300m進んだ付近の山林,目撃,10月26日(土曜日) 午前10時15分頃、千歳市泉沢の道道支笏湖公園線（16号線）の孵化場入口バス停から南へ約300m進んだ付近の山林でクマの目撃情報がありました。十分ご注意ください。,2026-06-09,chitose-city_2024_2026-06-09.html,parsed from heading/body pattern; location extracted by direct location before bear phrase
千歳市,千歳市 2024年 ヒグマ目撃情報,https://www.city.chitose.lg.jp/c50/1002703/1002708/1004033.html,2024,49,10月17日(木曜日) 午後1時36分頃,千歳市中央のコムカラ峠付近で道路,目撃,10月17日(木曜日) 午後1時36分頃、千歳市中央のコムカラ峠付近で道路を北から南へ横断するクマの目撃情報がありました。十分ご注意ください。,2026-06-09,chitose-city_2024_2026-06-09.html,parsed from heading/body pattern; location extracted by location before directional crossing with を phrase
千歳市,千歳市 2024年 ヒグマ目撃情報,https://www.city.chitose.lg.jp/c50/1002703/1002708/1004033.html,2024,48,10月9日(水曜日) 午後12時45分頃,千歳市真町の青葉公園内の青葉球場付近,目撃,10月9日(水曜日) 午後12時45分頃、千歳市真町の青葉公園内の青葉球場付近でクマの目撃情報がありました。十分ご注意ください。,2026-06-09,chitose-city_2024_2026-06-09.html,parsed from heading/body pattern; location extracted by direct location before bear phrase
千歳市,千歳市 2024年 ヒグマ目撃情報,https://www.city.chitose.lg.jp/c50/1002703/1002708/1004033.html,2024,47,9月19日(木曜日) 午後1時40分頃,千歳市水明郷の道道支笏湖公園線（16号線）の孵化場入口バス停付近,目撃,9月19日(木曜日) 午後1時40分頃、千歳市水明郷の道道支笏湖公園線（16号線）の孵化場入口バス停付近でクマの目撃情報がありました。十分ご注意ください。,2026-06-09,chitose-city_2024_2026-06-09.html,parsed from heading/body pattern; location extracted by direct location before bear phrase
千歳市,千歳市 2024年 ヒグマ目撃情報,https://www.city.chitose.lg.jp/c50/1002703/1002708/1004033.html,2024,46,9月18日(水曜日)午後3時10分頃,千歳市水明郷の道道支笏湖公園線（16号線）と国道453号の分岐点信号から支笏湖温泉方面へ約1.3km進んだ付近,目撃,9月18日(水曜日)午後3時10分頃、千歳市水明郷の道道支笏湖公園線（16号線）と国道453号の分岐点信号から支笏湖温泉方面へ約1.3km進んだ付近でクマの目撃情報がありました。十分ご注意ください。,2026-06-09,chitose-city_2024_2026-06-09.html,parsed from heading/body pattern; location extracted by direct location before bear phrase
千歳市,千歳市 2024年 ヒグマ目撃情報,https://www.city.chitose.lg.jp/c50/1002703/1002708/1004033.html,2024,45,9月16日(月曜日) 午後11時05分頃,千歳市泉沢の泉沢東大通と泉沢中央通の交差点付近,目撃,9月16日(月曜日) 午後11時05分頃、千歳市泉沢の泉沢東大通と泉沢中央通の交差点付近でクマの目撃情報がありました。十分ご注意ください。,2026-06-09,chitose-city_2024_2026-06-09.html,parsed from heading/body pattern; location extracted by direct location before bear phrase
千歳市,千歳市 2024年 ヒグマ目撃情報,https://www.city.chitose.lg.jp/c50/1002703/1002708/1004033.html,2024,44,9月16日(月曜日) 午後0時15分頃,千歳市蘭越のノースカントリーゴルフクラブ西側の山林,目撃,9月16日(月曜日) 午後0時15分頃、千歳市蘭越のノースカントリーゴルフクラブ西側の山林でクマの目撃情報がありました。十分ご注意ください。,2026-06-09,chitose-city_2024_2026-06-09.html,parsed from heading/body pattern; location extracted by direct location before bear phrase
千歳市,千歳市 2024年 ヒグマ目撃情報,https://www.city.chitose.lg.jp/c50/1002703/1002708/1004033.html,2024,43,9月14日(土曜日) 午後2時00分頃,千歳市蘭越の第一烏柵舞橋付近,目撃,9月14日(土曜日) 午後2時00分頃、千歳市蘭越の第一烏柵舞橋付近でクマの目撃情報がありました。十分ご注意ください。,2026-06-09,chitose-city_2024_2026-06-09.html,parsed from heading/body pattern; location extracted by direct location before bear phrase
千歳市,千歳市 2024年 ヒグマ目撃情報,https://www.city.chitose.lg.jp/c50/1002703/1002708/1004033.html,2024,42,9月14日(土曜日) 午前9時50分頃,千歳市蘭越のノースカントリーゴルフクラブ北側の山林,目撃,9月14日(土曜日) 午前9時50分頃、千歳市蘭越のノースカントリーゴルフクラブ北側の山林でクマの目撃情報がありました。十分ご注意ください。,2026-06-09,chitose-city_2024_2026-06-09.html,parsed from heading/body pattern; location extracted by direct location before bear phrase
千歳市,千歳市 2024年 ヒグマ目撃情報,https://www.city.chitose.lg.jp/c50/1002703/1002708/1004033.html,2024,41,9月14日(土曜日) 午前5時20分頃,千歳市泉沢の真町泉沢大通からママチ川林道を約500m進んだ付近,目撃,9月14日(土曜日) 午前5時20分頃、千歳市泉沢の真町泉沢大通からママチ川林道を約500m進んだ付近でクマの目撃情報がありました。十分ご注意ください。,2026-06-09,chitose-city_2024_2026-06-09.html,parsed from heading/body pattern; location extracted by direct location before bear phrase
千歳市,千歳市 2024年 ヒグマ目撃情報,https://www.city.chitose.lg.jp/c50/1002703/1002708/1004033.html,2024,40,9月11日(水曜日) 午前11時15分頃,千歳市泉沢の第一烏柵舞橋から市道蘭越第1道路を西へ約400m進んだ付近,目撃,9月11日(水曜日) 午前11時15分頃、千歳市泉沢の第一烏柵舞橋から市道蘭越第1道路を西へ約400m進んだ付近でクマの目撃情報がありました。十分ご注意ください。,2026-06-09,chitose-city_2024_2026-06-09.html,parsed from heading/body pattern; location extracted by direct location before bear phrase
千歳市,千歳市 2024年 ヒグマ目撃情報,https://www.city.chitose.lg.jp/c50/1002703/1002708/1004033.html,2024,39,9月6日(金曜日) 午後2時00分頃,千歳市蘭越の第一烏柵舞橋から千歳林道を東へ約300m進んだ付近,目撃,9月6日(金曜日) 午後2時00分頃、千歳市蘭越の第一烏柵舞橋から千歳林道を東へ約300m進んだ付近でクマの目撃情報がありました。十分ご注意ください。,2026-06-09,chitose-city_2024_2026-06-09.html,parsed from heading/body pattern; location extracted by direct location before bear phrase
千歳市,千歳市 2024年 ヒグマ目撃情報,https://www.city.chitose.lg.jp/c50/1002703/1002708/1004033.html,2024,38,9月6日(金曜日) 午前11時05分頃,千歳市泉沢の真町泉沢大通からママチ川林道を約3km進んだ付近,目撃,9月6日(金曜日) 午前11時05分頃、千歳市泉沢の真町泉沢大通からママチ川林道を約3km進んだ付近でクマの目撃情報がありました。十分ご注意ください。,2026-06-09,chitose-city_2024_2026-06-09.html,parsed from heading/body pattern; location extracted by direct location before bear phrase
千歳市,千歳市 2024年 ヒグマ目撃情報,https://www.city.chitose.lg.jp/c50/1002703/1002708/1004033.html,2024,37,9月2日(月曜日) 午前7時42分頃,千歳市泉沢の真町泉沢大通からママチ川林道を約1.3km進んだ付近,目撃,9月2日(月曜日) 午前7時42分頃、千歳市泉沢の真町泉沢大通からママチ川林道を約1.3km進んだ付近でクマの目撃情報がありました。十分ご注意ください。,2026-06-09,chitose-city_2024_2026-06-09.html,parsed from heading/body pattern; location extracted by direct location before bear phrase
千歳市,千歳市 2024年 ヒグマ目撃情報,https://www.city.chitose.lg.jp/c50/1002703/1002708/1004033.html,2024,36,8月26日(月曜日) 午前9時55分頃,千歳市平和の道道泉沢新千歳空港線の新千歳空港インターチェンジから東へ約1.3km進んだ付近,目撃,8月26日(月曜日) 午前9時55分頃、千歳市平和の道道泉沢新千歳空港線の新千歳空港インターチェンジから東へ約1.3km進んだ付近で北から南へ横断するクマの目撃情報がありました。十分ご注意ください。,2026-06-09,chitose-city_2024_2026-06-09.html,parsed from heading/body pattern; location extracted by directional movement before bear sighting phrase
千歳市,千歳市 2024年 ヒグマ目撃情報,https://www.city.chitose.lg.jp/c50/1002703/1002708/1004033.html,2024,35,8月26日(月曜日) 午前9:40頃,千歳市泉沢の向陽台交番裏の林付近,目撃,8月26日(月曜日) 午前9:40頃、千歳市泉沢の向陽台交番裏の林付近でクマの目撃情報がありました。十分ご注意ください。,2026-06-09,chitose-city_2024_2026-06-09.html,parsed from heading/body pattern; location extracted by direct location before bear phrase
千歳市,千歳市 2024年 ヒグマ目撃情報,https://www.city.chitose.lg.jp/c50/1002703/1002708/1004033.html,2024,34,8月24日(土曜日) 午後2時50分頃,千歳市泉沢の真町泉沢大通からママチ川林道を約1.4km進んだ付近,目撃,8月24日(土曜日) 午後2時50分頃、千歳市泉沢の真町泉沢大通からママチ川林道を約1.4km進んだ付近でクマの目撃情報がありました。十分ご注意ください。,2026-06-09,chitose-city_2024_2026-06-09.html,parsed from heading/body pattern; location extracted by direct location before bear phrase
千歳市,千歳市 2024年 ヒグマ目撃情報,https://www.city.chitose.lg.jp/c50/1002703/1002708/1004033.html,2024,33,8月8日(木曜日) 午後1時35分頃,千歳市泉沢の道道泉沢新千歳空港線の泉沢橋から西へ約800m進んだ付近,目撃,8月8日(木曜日) 午後1時35分頃、千歳市泉沢の道道泉沢新千歳空港線の泉沢橋から西へ約800m進んだ付近でクマの目撃情報がありました。十分ご注意ください。,2026-06-09,chitose-city_2024_2026-06-09.html,parsed from heading/body pattern; location extracted by direct location before bear phrase
千歳市,千歳市 2024年 ヒグマ目撃情報,https://www.city.chitose.lg.jp/c50/1002703/1002708/1004033.html,2024,32,8月7日(水曜日) 午前10時40分頃,千歳市柏台の鉄北通用水橋付近,目撃,8月7日(水曜日) 午前10時40分頃、千歳市柏台の鉄北通用水橋付近でクマの目撃情報がありました。十分ご注意ください。,2026-06-09,chitose-city_2024_2026-06-09.html,parsed from heading/body pattern; location extracted by direct location before bear phrase
千歳市,千歳市 2024年 ヒグマ目撃情報,https://www.city.chitose.lg.jp/c50/1002703/1002708/1004033.html,2024,31,8月3日(土曜日) 午後10時25分頃,千歳市柏台の新千歳空港ランプ付近の道央圏連絡道路（国道337号）上,目撃,8月3日(土曜日) 午後10時25分頃、千歳市柏台の新千歳空港ランプ付近の道央圏連絡道路（国道337号）上でクマの目撃情報がありました。十分ご注意ください。,2026-06-09,chitose-city_2024_2026-06-09.html,parsed from heading/body pattern; location extracted by direct location before bear phrase
千歳市,千歳市 2024年 ヒグマ目撃情報,https://www.city.chitose.lg.jp/c50/1002703/1002708/1004033.html,2024,30,7月30日(火曜日)午後3時00分頃,千歳市北信濃の蘭越共同墓地付近,目撃,7月30日(火曜日)午後3時00分頃、千歳市北信濃の蘭越共同墓地付近でクマの目撃情報がありました。十分ご注意ください。,2026-06-09,chitose-city_2024_2026-06-09.html,parsed from heading/body pattern; location extracted by direct location before bear phrase
千歳市,千歳市 2024年 ヒグマ目撃情報,https://www.city.chitose.lg.jp/c50/1002703/1002708/1004033.html,2024,29,7月22日(月曜日)午後1時30分頃,千歳市水明郷の道道支笏湖公園線（16号線）の第一発電所バス停付近のカーブから千歳市街地方向へ約1.5km進んだ付近の山林,目撃,7月22日(月曜日)午後1時30分頃、千歳市水明郷の道道支笏湖公園線（16号線）の第一発電所バス停付近のカーブから千歳市街地方向へ約1.5km進んだ付近の山林でクマの目撃情報がありました。十分ご注意ください。,2026-06-09,chitose-city_2024_2026-06-09.html,parsed from heading/body pattern; location extracted by direct location before bear phrase
千歳市,千歳市 2024年 ヒグマ目撃情報,https://www.city.chitose.lg.jp/c50/1002703/1002708/1004033.html,2024,28,7月20日(土曜日) 午前8時35分頃,千歳市平和の道央自動車道と航空自衛隊千歳基地との間にある林道上,目撃,7月20日(土曜日) 午前8時35分頃、千歳市平和の道央自動車道と航空自衛隊千歳基地との間にある林道上でクマの目撃情報がありました。十分ご注意ください。,2026-06-09,chitose-city_2024_2026-06-09.html,parsed from heading/body pattern; location extracted by direct location before bear phrase
千歳市,千歳市 2024年 ヒグマ目撃情報,https://www.city.chitose.lg.jp/c50/1002703/1002708/1004033.html,2024,27,7月18日(木曜日) 午後3時13分頃,千歳市泉沢の道道支笏湖公園線（16号線）の烏柵舞橋から支笏湖方面に約500m進んだ付近,目撃,7月18日(木曜日) 午後3時13分頃、千歳市泉沢の道道支笏湖公園線（16号線）の烏柵舞橋から支笏湖方面に約500m進んだ付近で東から西へ横断するクマの目撃情報がありました。十分ご注意ください。,2026-06-09,chitose-city_2024_2026-06-09.html,parsed from heading/body pattern; location extracted by directional movement before bear sighting phrase
千歳市,千歳市 2024年 ヒグマ目撃情報,https://www.city.chitose.lg.jp/c50/1002703/1002708/1004033.html,2024,26,7月16日(火曜日) 正午頃,千歳市泉沢の道道泉沢新千歳空港線の泉沢橋から西へ約150m進んだ付近の山林,目撃,7月16日(火曜日) 正午頃、千歳市泉沢の道道泉沢新千歳空港線の泉沢橋から西へ約150m進んだ付近の山林でクマの目撃情報がありました。十分ご注意ください。,2026-06-09,chitose-city_2024_2026-06-09.html,parsed from heading/body pattern; location extracted by direct location before bear phrase
千歳市,千歳市 2024年 ヒグマ目撃情報,https://www.city.chitose.lg.jp/c50/1002703/1002708/1004033.html,2024,25,7月14日(日曜日) 午後2時05分頃,千歳市幌美内の国道453号を丸駒橋から恵庭方向へ約3km進んだ付近,目撃,7月14日(日曜日) 午後2時05分頃、千歳市幌美内の国道453号を丸駒橋から恵庭方向へ約3km進んだ付近で北から南へ横断するクマの目撃情報がありました。十分ご注意ください。,2026-06-09,chitose-city_2024_2026-06-09.html,parsed from heading/body pattern; location extracted by directional movement before bear sighting phrase
